label,text
tích cực,cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅
tiêu cực,"chứ sao nữa , làm gì có chuyện người ta đỗ đúng mà lại gây tắc đường . chỉ có những người mắt hay bị ngứa cho rằng sẽ gây tắc đường thôi ạ"
trung lập,còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((
tích cực,tin vui cho bà con nông dân chuân bi vào ngày gặt lúa sắp tới
tích cực,em hết ngáo rồi nha =)))
trung lập,"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,"
trung lập,khuôn mặt đáng thương
tiêu cực,"cái loại lười lao động , vì những người hay lao động tay chân thì họ không bao giờ nuôi được móng tay cả ..."
trung lập,mày có bao giờ đi à :> tao cũng đéo
trung lập,chụp rồi có mua giúp ông không ?
trung lập,cái gì nó cũng phải thực tế
trung lập,đang trong lớp mà ứa nước mắt
tiêu cực,"lái tàu quá kém không dừng khẩn cấp . để va chạm thế mà vẫn cố tình chạy , khổ thân chiếc xe ôtô"
tích cực,kha ́ thông minh :))))
tiêu cực,nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu :))
tích cực,a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát
trung lập,"ám ảnh vãi :)) hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng , thấy hay ra nhìn thử dume xong nó dí tao với chị tao về gần nhà :)))"
trung lập,cắt tóc đi còn đen hơn
tiêu cực,chụy hiền quá mòa ... sao chọc chị điên vậy ... đụ má tụi bây ..
tiêu cực,"mẹ chưa hnao đi làm về sợ vãi như hôm nay 😑 chớp cứ nhằng nhằng 2 bên đường với trước mặt , kinh vãi"
tiêu cực,"thân hình của con người , nhưng đầu óc là con cặc , nên đéo biết nói gì thành phần này"
trung lập,"nghe được đó , ảnh hưởng tới môi trường là phải cấm"
trung lập,không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết
tiêu cực,cô ấy bảo : đời như lol 🙂
tích cực,cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :))
tích cực,best gái ngành hôm nay đắt hàng
trung lập,đã gặp được em đúng lúc . nhưng lại không phải thời điểm em muốn ....
tiêu cực,thằng khốn nạn
tích cực,cám ơn mấy chế nhiều nhiều nhé 😗
tiêu cực,ăn ở như nào mà tới bị con ngáo nó lùa ? =)))))
tiêu cực,"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕"
trung lập,nhớ quá trời nhớ luôn nè
tích cực,hãy cứ vững tâm tập điều độ rồi sẽ có thôi
tiêu cực,nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta
tiêu cực,hỏng cả một thế hệ 😔
trung lập,1 nỗ lực lớn thay đổi valentine ... sang năm tao mắc võng .
tích cực,thôi chết haha ...
tích cực,tìm ông bán xoài này ngay cho em 😂😂😂
tích cực,cưng quá
trung lập,em nó phượt theo gái cả đêm
tiêu cực,đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :)
tích cực,nhìn ghiền 😘
tiêu cực,đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .
trung lập,"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per"
trung lập,mấy thanh niên đi xong về có yêu nhau không nhỉ ?
tích cực,nhớ lần nấu cơm thần thánh này không ? chỉ là mải nghịch nước thôi mà …
trung lập,mình sống không đủ tốt hay sao mà vẫn chưa gặp được anh người yêu tốt như này
trung lập,đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn
trung lập,"5 năm thì có vẻ hơi sớm 🤣, tao chỉ ước sau này có người thích được phiêu du như gia đình người ta thôi 😌"
trung lập,liệu có bền lâu
trung lập,tại vì anh trót nói lời thương em mà em không đáp lại
trung lập,thì đúng là sẽ không buồn vì thất tình nữa :((
trung lập,ở quê ve sầu kêu chưa chúng mày
trung lập,một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá
trung lập,đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền
tiêu cực,súc vật dume
trung lập,thử cảm giác mạnh
tiêu cực,chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .
tích cực,cụ bà đẹp lão quá cậu
trung lập,có quẹo vào không em
tích cực,sao nó tìm được nhỉ 🤔
tích cực,"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !"
tích cực,nó mà nhập viện thì xong đời tao . n 😂😂
tiêu cực,xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe
tiêu cực,cái cây gia công sản xuất kém chất lượng quá :))
trung lập,chỉ một lần thôi 😂
tích cực,nhanh lẹ hiệu quả cao 😂😂
trung lập,đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?
trung lập,huhu nhất là mấy bài không cho chất thử á :(
trung lập,"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi"
trung lập,"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ..."
tiêu cực,"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào"
tích cực,đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi
tiêu cực,thanh niên này cục súc vãi
tiêu cực,thấy gớm
tiêu cực,dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!
tiêu cực,ăn cút mẹ mày ra chỗ khác ăn nhé .
tích cực,sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à
tích cực,nhìn hình chế là tao vui lắm :))
tiêu cực,cái mặt thấy ghét
trung lập,bao giờ mày mới được nv nhỉ
trung lập,em xin lỗi anh
trung lập,"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi"
tích cực,thú vui đặc biệt vãi :v .
trung lập,tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<
tiêu cực,t ghét cả họ nhà nó 🙂
trung lập,huhu nó bị điên à ?
trung lập,phải công nhận nước ngoài cái gì cũng to :)
trung lập,sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢
tiêu cực,một lũ óc không bằng chó .
tích cực,5 năm nữa tao phải đẻ được 3 đứa 😂😂😂
tích cực,lật kèo luôn à ??
trung lập,thanh niên quá cứng
trung lập,lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy
trung lập,chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((
trung lập,có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak
tiêu cực,phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .
tích cực,mùa hè không nóng đây rồi
tiêu cực,lũ này chặt tay bọn nó cho khỏi trộm cắp 😠
trung lập,bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :)
tiêu cực,vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !
tích cực,má nó thú dị thôi rồi 😂😂😂
trung lập,crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn
trung lập,mấy đứa bị bón thích cái này
tiêu cực,thằng lol nào trong miệng thế
trung lập,đau hơn chia tay người yêu nữa
tích cực,tôi đã đúng khi đọc bình luận thay vì đọc bài :)
trung lập,hóng kỉ lục để lông mũi dài tới bụng :))
tiêu cực,đánh rơi liêm sỉ trong 1 nốt nhạc
tiêu cực,chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=))))))
tích cực,nước ngoài cái gì cũng to kể cả sinh vật
tích cực,ôi tao đã tìm được người cùng hành tinh ?
tích cực,câu nói quá chuẩn và ý nghĩa 👍
tích cực,cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn
tiêu cực,"từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1 , lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo , đuổi đánh lũ gà chạy tán loạn , đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ , hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả"
trung lập,lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .
tích cực,cỡ nào anh cũng có thể chịu đựng được vì anh yêu em
tích cực,người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy
trung lập,"những việc này , mang lên đây chả giải quyết được gì cả ."
trung lập,đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa
tích cực,1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :))
trung lập,của thằng kia mà
trung lập,"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :("
tiêu cực,bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .
tiêu cực,douma đứng trong nhà cũng không yên cái thân
trung lập,hổng gặp cái buồn luôn ><
trung lập,thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .
tích cực,tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ
trung lập,năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍
tiêu cực,"em ơi , tính ra nhớ đợt mình đi dạo trên cầu mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này"
trung lập,nhìn hói mà thấy thương gê ??
trung lập,ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂
tích cực,nhất định chị em mê tín mình p đi xem phim này rồi
trung lập,đoạn phim này tốn khá nhiều nước mắt của người xem
tích cực,t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá
trung lập,liệu nó có bay nổi hay không ?.
tiêu cực,mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??
tích cực,t mong nó té quá chời :v
tiêu cực,dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong
trung lập,thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii
tích cực,khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁
trung lập,tao kìm nén lâu qá rồi mà 😌😌 tức nước vỡ bờ thôi
trung lập,"tự nhiên nhớ đến hồi bé , đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn , nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh"
tiêu cực,mày cút
tích cực,phim này rất hay .
trung lập,đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((
tích cực,may quá tao không xài huawei kkk
tích cực,ông này có võ thiệt 😁😁
tích cực,"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua"
tiêu cực,ai mà chả sợ rắn chơi ngu như chó vợ nhỉ per
trung lập,sớm chút nữa có lẽ đã khác rồi đúng không ?
tích cực,đúng là nhân tài luôn ở khắp mọi nơi kkkk
trung lập,bà của tôi đã không còn khi tôi còn chưa biết gg là gì
trung lập,"công trình 850 năm tuổi , xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn ."
tiêu cực,tao thấy có 1 thằng dân trí thấp trong đám bình luận này rồi đấy
trung lập,bỏ thế lồn nào được :(
trung lập,đây là đồ của ??? hỏi nua không
tích cực,trông em bé yêu vãi :))
trung lập,khó có thể giải thích
